id,title,abstract,authors,date,categories,comment,pdf_url
2503.14345v2,MoonCast: High-Quality Zero-Shot Podcast Generation,"Recent advances in text-to-speech synthesis have achieved notable success in
generating high-quality short utterances for individual speakers. However,
these systems still face challenges when extending their capabilities to long,
multi-speaker, and spontaneous dialogues, typical of real-world scenarios such
as podcasts. These limitations arise from two primary challenges: 1) long
speech: podcasts typically span several minutes, exceeding the upper limit of
most existing work; 2) spontaneity: podcasts are marked by their spontaneous,
oral nature, which sharply contrasts with formal, written contexts; existing
works often fall short in capturing this spontaneity. In this paper, we propose
MoonCast, a solution for high-quality zero-shot podcast generation, aiming to
synthesize natural podcast-style speech from text-only sources (e.g., stories,
technical reports, news in TXT, PDF, or Web URL formats) using the voices of
unseen speakers. To generate long audio, we adopt a long-context language
model-based audio modeling approach utilizing large-scale long-context speech
data. To enhance spontaneity, we utilize a podcast generation module to
generate scripts with spontaneous details, which have been empirically shown to
be as crucial as the text-to-speech modeling itself. Experiments demonstrate
that MoonCast outperforms baselines, with particularly notable improvements in
spontaneity and coherence.","['Zeqian Ju', 'Dongchao Yang', 'Jianwei Yu', 'Kai Shen', 'Yichong Leng', 'Zhengtao Wang', 'Xu Tan', 'Xinyu Zhou', 'Tao Qin', 'Xiangyang Li']",2025-03-18,"['eess.AS', 'cs.AI', 'cs.CL', 'cs.LG', 'cs.SD']",,http://arxiv.org/pdf/2503.14345v2
2503.14342v1,End-to-End Optimal Detector Design with Mutual Information Surrogates,"We introduce a novel approach for end-to-end black-box optimization of high
energy physics (HEP) detectors using local deep learning (DL) surrogates. These
surrogates approximate a scalar objective function that encapsulates the
complex interplay of particle-matter interactions and physics analysis goals.
In addition to a standard reconstruction-based metric commonly used in the
field, we investigate the information-theoretic metric of mutual information.
Unlike traditional methods, mutual information is inherently task-agnostic,
offering a broader optimization paradigm that is less constrained by predefined
targets. We demonstrate the effectiveness of our method in a realistic physics
analysis scenario: optimizing the thicknesses of calorimeter detector layers
based on simulated particle interactions. The surrogate model learns to
approximate objective gradients, enabling efficient optimization with respect
to energy resolution. Our findings reveal three key insights: (1) end-to-end
black-box optimization using local surrogates is a practical and compelling
approach for detector design, providing direct optimization of detector
parameters in alignment with physics analysis goals; (2) mutual
information-based optimization yields design choices that closely match those
from state-of-the-art physics-informed methods, indicating that these
approaches operate near optimality and reinforcing their reliability in HEP
detector design; and (3) information-theoretic methods provide a powerful,
generalizable framework for optimizing scientific instruments. By reframing the
optimization process through an information-theoretic lens rather than
domain-specific heuristics, mutual information enables the exploration of new
avenues for discovery beyond conventional approaches.","['Kinga Anna Wozniak', 'Stephen Mulligan', 'Jan Kieseler', 'Markus Klute', 'Francois Fleuret', 'Tobias Golling']",2025-03-18,"['cs.LG', 'hep-ph']",,http://arxiv.org/pdf/2503.14342v1
2503.15551v1,Efficient but Vulnerable: Benchmarking and Defending LLM Batch Prompting Attack,"Batch prompting, which combines a batch of multiple queries sharing the same
context in one inference, has emerged as a promising solution to reduce
inference costs. However, our study reveals a significant security
vulnerability in batch prompting: malicious users can inject attack
instructions into a batch, leading to unwanted interference across all queries,
which can result in the inclusion of harmful content, such as phishing links,
or the disruption of logical reasoning. In this paper, we construct
BATCHSAFEBENCH, a comprehensive benchmark comprising 150 attack instructions of
two types and 8k batch instances, to study the batch prompting vulnerability
systematically. Our evaluation of both closed-source and open-weight LLMs
demonstrates that all LLMs are susceptible to batch-prompting attacks. We then
explore multiple defending approaches. While the prompting-based defense shows
limited effectiveness for smaller LLMs, the probing-based approach achieves
about 95% accuracy in detecting attacks. Additionally, we perform a mechanistic
analysis to understand the attack and identify attention heads that are
responsible for it.","['Murong Yue', 'Ziyu Yao']",2025-03-18,"['cs.CR', 'cs.AI', 'cs.LG']",,http://arxiv.org/pdf/2503.15551v1
2503.14338v1,Higher-Order Graphon Neural Networks: Approximation and Cut Distance,"Graph limit models, like graphons for limits of dense graphs, have recently
been used to study size transferability of graph neural networks (GNNs). While
most literature focuses on message passing GNNs (MPNNs), in this work we attend
to the more powerful higher-order GNNs. First, we extend the $k$-WL test for
graphons (B\""oker, 2023) to the graphon-signal space and introduce
signal-weighted homomorphism densities as a key tool. As an exemplary focus, we
generalize Invariant Graph Networks (IGNs) to graphons, proposing Invariant
Graphon Networks (IWNs) defined via a subset of the IGN basis corresponding to
bounded linear operators. Even with this restricted basis, we show that IWNs of
order $k$ are at least as powerful as the $k$-WL test, and we establish
universal approximation results for graphon-signals in $L^p$ distances. This
significantly extends the prior work of Cai & Wang (2022), showing that IWNs--a
subset of their IGN-small--retain effectively the same expressivity as the full
IGN basis in the limit. In contrast to their approach, our blueprint of IWNs
also aligns better with the geometry of graphon space, for example facilitating
comparability to MPNNs. We highlight that, while typical higher-order GNNs are
discontinuous w.r.t. cut distance--which causes their lack of convergence and
is inherently tied to the definition of $k$-WL--their transferability remains
comparable to MPNNs.","['Daniel Herbst', 'Stefanie Jegelka']",2025-03-18,['cs.LG'],"51 pages, 6 figures, ICLR 2025",http://arxiv.org/pdf/2503.14338v1
2503.14337v1,PENCIL: Long Thoughts with Short Memory,"While recent works (e.g. o1, DeepSeek R1) have demonstrated great promise of
using long Chain-of-Thought (CoT) to improve reasoning capabilities of language
models, scaling it up during test-time is challenging due to inefficient memory
usage -- intermediate computations accumulate indefinitely in context even no
longer needed for future thoughts. We propose PENCIL, which incorporates a
reduction mechanism into the autoregressive generation process, allowing the
model to recursively clean up intermediate thoughts based on patterns learned
from training. With this reduction mechanism, PENCIL significantly reduces the
maximal context length required during generation, and thus can generate longer
thoughts with limited memory, solving larger-scale problems given more thinking
time. For example, we demonstrate PENCIL achieves 97\% accuracy on the
challenging Einstein's puzzle -- a task even large models like GPT-4 struggle
with -- using only a small 25M-parameter transformer with 2048 context length.
Theoretically, we prove PENCIL can perform universal space-efficient
computation by simulating Turing machines with optimal time and space
complexity, and thus can solve arbitrary computational tasks that would
otherwise be intractable given context window constraints.","['Chenxiao Yang', 'Nathan Srebro', 'David McAllester', 'Zhiyuan Li']",2025-03-18,"['cs.LG', 'cs.CL']",,http://arxiv.org/pdf/2503.14337v1
2503.14333v1,Revealing higher-order neural representations with generative artificial intelligence,"Studies often aim to reveal how neural representations encode aspects of an
observer's environment, such as its contents or structure. These are
``first-order"" representations (FORs), because they're ``about"" the external
world. A less-common target is ``higher-order"" representations (HORs), which
are ``about"" FORs -- their contents, stability, or uncertainty. HORs of
uncertainty appear critically involved in adaptive behaviors including learning
under uncertainty, influencing learning rates and internal model updating based
on environmental feedback. However, HORs about uncertainty are unlikely to be
direct ``read-outs"" of FOR characteristics, instead reflecting estimation
processes which may be lossy, bias-prone, or distortive and which may also
incorporate estimates of distributions of uncertainty the observer is likely to
experience. While some research has targeted neural representations of
``instantaneously"" estimated uncertainty, how the brain represents
\textit{distributions} of expected uncertainty remains largely unexplored.
Here, we propose a novel reinforcement learning (RL) based generative
artificial intelligence (genAI) approach to explore neural representations of
uncertainty distributions. We use existing functional magnetic resonance
imaging data, where humans learned to `de-noise' their brain states to achieve
target neural patterns, to train denoising diffusion genAI models with RL
algorithms to learn noise distributions similar to how humans might learn to do
the same. We then explore these models' learned noise-distribution HORs
compared to control models trained with traditional backpropagation. Results
reveal model-dependent differences in noise distribution representations --
with the RL-based model offering much higher explanatory power for human
behavior -- offering an exciting path towards using genAI to explore neural
noise-distribution HORs.","['Hojjat Azimi Asrari', 'Megan A. K. Peters']",2025-03-18,"['cs.LG', 'cs.AI', 'q-bio.NC']",,http://arxiv.org/pdf/2503.14333v1
2503.14322v1,Consumer-grade EEG-based Eye Tracking,"Electroencephalography-based eye tracking (EEG-ET) leverages eye movement
artifacts in EEG signals as an alternative to camera-based tracking. While
EEG-ET offers advantages such as robustness in low-light conditions and better
integration with brain-computer interfaces, its development lags behind
traditional methods, particularly in consumer-grade settings. To support
research in this area, we present a dataset comprising simultaneous EEG and
eye-tracking recordings from 113 participants across 116 sessions, amounting to
11 hours and 45 minutes of recordings. Data was collected using a
consumer-grade EEG headset and webcam-based eye tracking, capturing eye
movements under four experimental paradigms with varying complexity. The
dataset enables the evaluation of EEG-ET methods across different gaze
conditions and serves as a benchmark for assessing feasibility with affordable
hardware. Data preprocessing includes handling of missing values and filtering
to enhance usability. In addition to the dataset, code for data preprocessing
and analysis is available to support reproducibility and further research.","['Tiago Vasconcelos Afonso', 'Florian Heinrichs']",2025-03-18,"['eess.SP', 'cs.HC', 'cs.LG', '92C55']","Data descriptor, 13 pages, 8 figures, 5 tables",http://arxiv.org/pdf/2503.14322v1
2503.14321v1,COPA: Comparing the Incomparable to Explore the Pareto Front,"In machine learning (ML), it is common to account for multiple objectives
when, e.g., selecting a model to deploy. However, it is often unclear how one
should compare, aggregate and, ultimately, trade-off these objectives, as they
might be measured in different units or scales. For example, when deploying
large language models (LLMs), we might not only care about their performance,
but also their CO2 consumption. In this work, we investigate how objectives can
be sensibly compared and aggregated to navigate their Pareto front. To do so,
we propose to make incomparable objectives comparable via their CDFs,
approximated by their relative rankings. This allows us to aggregate them while
matching user-specific preferences, allowing practitioners to meaningfully
navigate and search for models in the Pareto front. We demonstrate the
potential impact of our methodology in diverse areas such as LLM selection,
domain generalization, and AutoML benchmarking, where classical ways to
aggregate and normalize objectives fail.","['Adrián Javaloy', 'Antonio Vergari', 'Isabel Valera']",2025-03-18,"['cs.LG', 'cs.AI']","19 pages, 14 figures. Under submission",http://arxiv.org/pdf/2503.14321v1
2503.14301v1,FeNeC: Enhancing Continual Learning via Feature Clustering with Neighbor- or Logit-Based Classification,"The ability of deep learning models to learn continuously is essential for
adapting to new data categories and evolving data distributions. In recent
years, approaches leveraging frozen feature extractors after an initial
learning phase have been extensively studied. Many of these methods estimate
per-class covariance matrices and prototypes based on backbone-derived feature
representations. Within this paradigm, we introduce FeNeC (Feature Neighborhood
Classifier) and FeNeC-Log, its variant based on the log-likelihood function.
Our approach generalizes the existing concept by incorporating data clustering
to capture greater intra-class variability. Utilizing the Mahalanobis distance,
our models classify samples either through a nearest neighbor approach or
trainable logit values assigned to consecutive classes. Our proposition may be
reduced to the existing approaches in a special case while extending them with
the ability of more flexible adaptation to data. We demonstrate that two FeNeC
variants achieve competitive performance in scenarios where task identities are
unknown and establish state-of-the-art results on several benchmarks.","['Kamil Książek', 'Hubert Jastrzębski', 'Bartosz Trojan', 'Krzysztof Pniaczek', 'Michał Karp', 'Jacek Tabor']",2025-03-18,"['cs.LG', '68T07', 'I.2.6']",,http://arxiv.org/pdf/2503.14301v1
2503.14299v1,Unveiling the Role of Randomization in Multiclass Adversarial Classification: Insights from Graph Theory,"Randomization as a mean to improve the adversarial robustness of machine
learning models has recently attracted significant attention. Unfortunately,
much of the theoretical analysis so far has focused on binary classification,
providing only limited insights into the more complex multiclass setting. In
this paper, we take a step toward closing this gap by drawing inspiration from
the field of graph theory. Our analysis focuses on discrete data distributions,
allowing us to cast the adversarial risk minimization problems within the
well-established framework of set packing problems. By doing so, we are able to
identify three structural conditions on the support of the data distribution
that are necessary for randomization to improve robustness. Furthermore, we are
able to construct several data distributions where (contrarily to binary
classification) switching from a deterministic to a randomized solution
significantly reduces the optimal adversarial risk. These findings highlight
the crucial role randomization can play in enhancing robustness to adversarial
attacks in multiclass classification.","['Lucas Gnecco-Heredia', 'Matteo Sammut', 'Muni Sreenivas Pydi', 'Rafael Pinot', 'Benjamin Negrevergne', 'Yann Chevaleyre']",2025-03-18,['cs.LG'],"9 pages (main), 30 in total. Camera-ready version, accepted at
  AISTATS 2025",http://arxiv.org/pdf/2503.14299v1
2503.14297v1,Improved Scalable Lipschitz Bounds for Deep Neural Networks,"Computing tight Lipschitz bounds for deep neural networks is crucial for
analyzing their robustness and stability, but existing approaches either
produce relatively conservative estimates or rely on semidefinite programming
(SDP) formulations (namely the LipSDP condition) that face scalability issues.
Building upon ECLipsE-Fast, the state-of-the-art Lipschitz bound method that
avoids SDP formulations, we derive a new family of improved scalable Lipschitz
bounds that can be combined to outperform ECLipsE-Fast. Specifically, we
leverage more general parameterizations of feasible points of LipSDP to derive
various closed-form Lipschitz bounds, avoiding the use of SDP solvers. In
addition, we show that our technique encompasses ECLipsE-Fast as a special case
and leads to a much larger class of scalable Lipschitz bounds for deep neural
networks. Our empirical study shows that our bounds improve ECLipsE-Fast,
further advancing the scalability and precision of Lipschitz estimation for
large neural networks.","['Usman Syed', 'Bin Hu']",2025-03-18,"['cs.LG', 'cs.SY', 'eess.SY', 'math.OC', 'stat.ML']",,http://arxiv.org/pdf/2503.14297v1
2503.14572v1,Robust Weight Imprinting: Insights from Neural Collapse and Proxy-Based Aggregation,"The capacity of a foundation model allows for adaptation to new downstream
tasks. Weight imprinting is a universal and efficient method to fulfill this
purpose. It has been reinvented several times, but it has not been
systematically studied. In this paper, we propose a framework for imprinting,
identifying three main components: generation, normalization, and aggregation.
This allows us to conduct an in-depth analysis of imprinting and a comparison
of the existing work. We reveal the benefits of representing novel data with
multiple proxies in the generation step and show the importance of proper
normalization. We determine those proxies through clustering and propose a
novel variant of imprinting that outperforms previous work. We motivate this by
the neural collapse phenomenon -- an important connection that we can draw for
the first time. Our results show an increase of up to 4% in challenging
scenarios with complex data distributions for new classes.","['Justus Westerhoff', 'Golzar Atefi', 'Mario Koddenbrock', 'Alexei Figueroa', 'Alexander Löser', 'Erik Rodner', 'Felix A. Gers']",2025-03-18,"['cs.LG', 'cs.AI']",Code: https://github.com/DATEXIS/multi-imprinting/,http://arxiv.org/pdf/2503.14572v1
2503.14286v2,Tapered Off-Policy REINFORCE: Stable and efficient reinforcement learning for LLMs,"We propose a new algorithm for fine-tuning large language models using
reinforcement learning. Tapered Off-Policy REINFORCE (TOPR) uses an asymmetric,
tapered variant of importance sampling to speed up learning while maintaining
stable learning dynamics, even without the use of KL regularization. TOPR can
be applied in a fully offline fashion, allows the handling of positive and
negative examples in a unified framework, and benefits from the
implementational simplicity that is typical of Monte Carlo algorithms. We
demonstrate the effectiveness of our approach with a series of experiments on
the GSM8K and MATH reasoning benchmarks, finding performance gains for training
both a model for solution generation and as a generative verifier. We show that
properly leveraging positive and negative examples alike in the off-policy
regime simultaneously increases test-time accuracy and training data
efficiency, all the while avoiding the ``wasted inference'' that comes with
discarding negative examples. We find that this advantage persists over
multiple iterations of training and can be amplified by dataset curation
techniques, enabling us to match 70B-parameter model performance with 8B
language models. As a corollary to this work, we find that REINFORCE's baseline
parameter plays an important and unexpected role in defining dataset
composition in the presence of negative examples, and is consequently critical
in driving off-policy performance.","['Nicolas Le Roux', 'Marc G. Bellemare', 'Jonathan Lebensold', 'Arnaud Bergeron', 'Joshua Greaves', 'Alex Fréchette', 'Carolyne Pelletier', 'Eric Thibodeau-Laufer', 'Sándor Toth', 'Sam Work']",2025-03-18,['cs.LG'],,http://arxiv.org/pdf/2503.14286v2
2503.14281v1,XOXO: Stealthy Cross-Origin Context Poisoning Attacks against AI Coding Assistants,"AI coding assistants are widely used for tasks like code generation, bug
detection, and comprehension. These tools now require large and complex
contexts, automatically sourced from various origins$\unicode{x2014}$across
files, projects, and contributors$\unicode{x2014}$forming part of the prompt
fed to underlying LLMs. This automatic context-gathering introduces new
vulnerabilities, allowing attackers to subtly poison input to compromise the
assistant's outputs, potentially generating vulnerable code, overlooking flaws,
or introducing critical errors. We propose a novel attack, Cross-Origin Context
Poisoning (XOXO), that is particularly challenging to detect as it relies on
adversarial code modifications that are semantically equivalent. Traditional
program analysis techniques struggle to identify these correlations since the
semantics of the code remain correct, making it appear legitimate. This allows
attackers to manipulate code assistants into producing incorrect outputs,
including vulnerabilities or backdoors, while shifting the blame to the victim
developer or tester. We introduce a novel, task-agnostic black-box attack
algorithm GCGS that systematically searches the transformation space using a
Cayley Graph, achieving an 83.09% attack success rate on average across five
tasks and eleven models, including GPT-4o and Claude 3.5 Sonnet v2 used by many
popular AI coding assistants. Furthermore, existing defenses, including
adversarial fine-tuning, are ineffective against our attack, underscoring the
need for new security measures in LLM-powered coding tools.","['Adam Štorek', 'Mukur Gupta', 'Noopur Bhatt', 'Aditya Gupta', 'Janie Kim', 'Prashast Srivastava', 'Suman Jana']",2025-03-18,"['cs.CR', 'cs.LG', 'cs.SE']",,http://arxiv.org/pdf/2503.14281v1
2503.14260v1,Automating Experimental Optics with Sample Efficient Machine Learning Methods,"As free-space optical systems grow in scale and complexity, troubleshooting
becomes increasingly time-consuming and, in the case of remote installations,
perhaps impractical. An example of a task that is often laborious is the
alignment of a high-finesse optical resonator, which is highly sensitive to the
mode of the input beam. In this work, we demonstrate how machine learning can
be used to achieve autonomous mode-matching of a free-space optical resonator
with minimal supervision. Our approach leverages sample-efficient algorithms to
reduce data requirements while maintaining a simple architecture for easy
deployment. The reinforcement learning scheme that we have developed shows that
automation is feasible even in systems prone to drift in experimental
parameters, as may well be the case in real-world applications.","['Arindam Saha', 'Baramee Charoensombutamon', 'Thibault Michel', 'V. Vijendran', 'Lachlan Walker', 'Akira Furusawa', 'Syed M. Assad', 'Ben C. Buchler', 'Ping Koy Lam', 'Aaron D. Tranter']",2025-03-18,"['physics.optics', 'cs.LG']",,http://arxiv.org/pdf/2503.14260v1
2503.14259v1,Quantization-Free Autoregressive Action Transformer,"Current transformer-based imitation learning approaches introduce discrete
action representations and train an autoregressive transformer decoder on the
resulting latent code. However, the initial quantization breaks the continuous
structure of the action space thereby limiting the capabilities of the
generative model. We propose a quantization-free method instead that leverages
Generative Infinite-Vocabulary Transformers (GIVT) as a direct, continuous
policy parametrization for autoregressive transformers. This simplifies the
imitation learning pipeline while achieving state-of-the-art performance on a
variety of popular simulated robotics tasks. We enhance our policy roll-outs by
carefully studying sampling algorithms, further improving the results.","['Ziyad Sheebaelhamd', 'Michael Tschannen', 'Michael Muehlebach', 'Claire Vernade']",2025-03-18,"['cs.LG', 'cs.RO']",,http://arxiv.org/pdf/2503.14259v1
2503.14253v1,CINNAMON: A hybrid approach to change point detection and parameter estimation in single-particle tracking data,"Change point detection has become an important part of the analysis of the
single-particle tracking data, as it allows one to identify moments, in which
the motion patterns of observed particles undergo significant changes. The
segmentation of diffusive trajectories based on those moments may provide
insight into various phenomena in soft condensed matter and biological physics.
In this paper, we propose CINNAMON, a hybrid approach to classifying
single-particle tracking trajectories, detecting change points within them, and
estimating diffusion parameters in the segments between the change points. Our
method is based on a combination of neural networks, feature-based machine
learning, and statistical techniques. It has been benchmarked in the second
Anomalous Diffusion Challenge. The method offers a high level of
interpretability due to its analytical and feature-based components. A
potential use of features from topological data analysis is also discussed.","['Jakub Malinowski', 'Marcin Kostrzewa', 'Michał Balcerek', 'Weronika Tomczuk', 'Janusz Szwabiński']",2025-03-18,"['q-bio.QM', 'cs.LG']",,http://arxiv.org/pdf/2503.14253v1
2503.14246v1,Trading-off Accuracy and Communication Cost in Federated Learning,"Leveraging the training-by-pruning paradigm introduced by Zhou et al. and
Isik et al. introduced a federated learning protocol that achieves a 34-fold
reduction in communication cost. We achieve a compression improvements of
orders of orders of magnitude over the state-of-the-art. The central idea of
our framework is to encode the network weights $\vec w$ by a the vector of
trainable parameters $\vec p$, such that $\vec w = Q\cdot \vec p$ where $Q$ is
a carefully-generate sparse random matrix (that remains fixed throughout
training). In such framework, the previous work of Zhou et al. [NeurIPS'19] is
retrieved when $Q$ is diagonal and $\vec p$ has the same dimension of $\vec w$.
We instead show that $\vec p$ can effectively be chosen much smaller than $\vec
w$, while retaining the same accuracy at the price of a decrease of the
sparsity of $Q$. Since server and clients only need to share $\vec p$, such a
trade-off leads to a substantial improvement in communication cost. Moreover,
we provide theoretical insight into our framework and establish a novel link
between training-by-sampling and random convex geometry.","['Mattia Jacopo Villani', 'Emanuele Natale', 'Frederik Mallmann-Trenn']",2025-03-18,"['cs.LG', 'cs.AI']",,http://arxiv.org/pdf/2503.14246v1
2503.14240v2,Persistent Homology-induced Graph Ensembles for Time Series Regressions,"The effectiveness of Spatio-temporal Graph Neural Networks (STGNNs) in
time-series applications is often limited by their dependence on fixed,
hand-crafted input graph structures. Motivated by insights from the Topological
Data Analysis (TDA) paradigm, of which real-world data exhibits multi-scale
patterns, we construct several graphs using Persistent Homology Filtration -- a
mathematical framework describing the multiscale structural properties of data
points. Then, we use the constructed graphs as an input to create an ensemble
of Graph Neural Networks. The ensemble aggregates the signals from the
individual learners via an attention-based routing mechanism, thus
systematically encoding the inherent multiscale structures of data. Four
different real-world experiments on seismic activity prediction and traffic
forecasting (PEMS-BAY, METR-LA) demonstrate that our approach consistently
outperforms single-graph baselines while providing interpretable insights.","['Viet The Nguyen', 'Duy Anh Pham', 'An Thai Le', 'Jans Peter', 'Gunther Gust']",2025-03-18,['cs.LG'],,http://arxiv.org/pdf/2503.14240v2
2503.14239v1,Predicting Cardiopulmonary Exercise Testing Outcomes in Congenital Heart Disease Through Multi-modal Data Integration and Geometric Learning,"Cardiopulmonary exercise testing (CPET) provides a comprehensive assessment
of functional capacity by measuring key physiological variables including
oxygen consumption ($VO_2$), carbon dioxide production ($VCO_2$), and pulmonary
ventilation ($VE$) during exercise. Previous research has established that
parameters such as peak $VO_2$ and $VE/VCO_2$ ratio serve as robust predictors
of mortality risk in chronic heart failure patients. In this study, we leverage
CPET variables as surrogate mortality endpoints for patients with Congenital
Heart Disease (CHD). To our knowledge, this represents the first successful
implementation of an advanced machine learning approach that predicts CPET
outcomes by integrating electrocardiograms (ECGs) with information derived from
clinical letters. Our methodology began with extracting unstructured patient
information-including intervention history, diagnoses, and medication
regimens-from clinical letters using natural language processing techniques,
organizing this data into a structured database. We then digitized ECGs to
obtain quantifiable waveforms and established comprehensive data linkages. The
core innovation of our approach lies in exploiting the Riemannian geometric
properties of covariance matrices derived from both 12-lead ECGs and clinical
text data to develop robust regression and classification models. Through
extensive ablation studies, we demonstrated that the integration of ECG signals
with clinical documentation, enhanced by covariance augmentation techniques in
Riemannian space, consistently produced superior predictive performance
compared to conventional approaches.","['Muhammet Alkan', 'Gruschen Veldtman', 'Fani Deligianni']",2025-03-18,['cs.LG'],preprint for Scientific Reports,http://arxiv.org/pdf/2503.14239v1
2503.14232v1,CRCE: Coreference-Retention Concept Erasure in Text-to-Image Diffusion Models,"Text-to-Image diffusion models can produce undesirable content that
necessitates concept erasure techniques. However, existing methods struggle
with under-erasure, leaving residual traces of targeted concepts, or
over-erasure, mistakenly eliminating unrelated but visually similar concepts.
To address these limitations, we introduce CRCE, a novel concept erasure
framework that leverages Large Language Models to identify both semantically
related concepts that should be erased alongside the target and distinct
concepts that should be preserved. By explicitly modeling coreferential and
retained concepts semantically, CRCE enables more precise concept removal,
without unintended erasure. Experiments demonstrate that CRCE outperforms
existing methods on diverse erasure tasks.","['Yuyang Xue', 'Edward Moroshko', 'Feng Chen', 'Steven McDonagh', 'Sotirios A. Tsaftaris']",2025-03-18,"['cs.CV', 'cs.AI', 'cs.CL', 'cs.LG']",,http://arxiv.org/pdf/2503.14232v1
2503.14231v1,Multi-task Learning for Identification of Porcelain in Song and Yuan Dynasties,"Chinese porcelain holds immense historical and cultural value, making its
accurate classification essential for archaeological research and cultural
heritage preservation. Traditional classification methods rely heavily on
expert analysis, which is time-consuming, subjective, and difficult to scale.
This paper explores the application of DL and transfer learning techniques to
automate the classification of porcelain artifacts across four key attributes:
dynasty, glaze, ware, and type. We evaluate four Convolutional Neural Networks
(CNNs) - ResNet50, MobileNetV2, VGG16, and InceptionV3 - comparing their
performance with and without pre-trained weights. Our results demonstrate that
transfer learning significantly enhances classification accuracy, particularly
for complex tasks like type classification, where models trained from scratch
exhibit lower performance. MobileNetV2 and ResNet50 consistently achieve high
accuracy and robustness across all tasks, while VGG16 struggles with more
diverse classifications. We further discuss the impact of dataset limitations
and propose future directions, including domain-specific pre-training,
integration of attention mechanisms, explainable AI methods, and generalization
to other cultural artifacts.","['Ziyao Ling', 'Giovanni Delnevo', 'Paola Salomoni', 'Silvia Mirri']",2025-03-18,"['cs.CV', 'cs.LG']",,http://arxiv.org/pdf/2503.14231v1
2503.14217v1,Decision Tree Induction Through LLMs via Semantically-Aware Evolution,"Decision trees are a crucial class of models offering robust predictive
performance and inherent interpretability across various domains, including
healthcare, finance, and logistics. However, current tree induction methods
often face limitations such as suboptimal solutions from greedy methods or
prohibitive computational costs and limited applicability of exact optimization
approaches. To address these challenges, we propose an evolutionary
optimization method for decision tree induction based on genetic programming
(GP). Our key innovation is the integration of semantic priors and
domain-specific knowledge about the search space into the optimization
algorithm. To this end, we introduce $\texttt{LLEGO}$, a framework that
incorporates semantic priors into genetic search operators through the use of
Large Language Models (LLMs), thereby enhancing search efficiency and targeting
regions of the search space that yield decision trees with superior
generalization performance. This is operationalized through novel genetic
operators that work with structured natural language prompts, effectively
utilizing LLMs as conditional generative models and sources of semantic
knowledge. Specifically, we introduce $\textit{fitness-guided}$ crossover to
exploit high-performing regions, and $\textit{diversity-guided}$ mutation for
efficient global exploration of the search space. These operators are
controlled by corresponding hyperparameters that enable a more nuanced balance
between exploration and exploitation across the search space. Empirically, we
demonstrate across various benchmarks that $\texttt{LLEGO}$ evolves
superior-performing trees compared to existing tree induction methods, and
exhibits significantly more efficient search performance compared to
conventional GP approaches.","['Tennison Liu', 'Nicolas Huynh', 'Mihaela van der Schaar']",2025-03-18,['cs.LG'],"*Liu and Huynh contributed equally. Published as a conference paper
  at ICLR 2025",http://arxiv.org/pdf/2503.14217v1
2503.14571v1,Efficient Data Selection for Training Genomic Perturbation Models,"Genomic studies, including CRISPR-based PerturbSeq analyses, face a vast
hypothesis space, while gene perturbations remain costly and time-consuming.
Gene expression models based on graph neural networks are trained to predict
the outcomes of gene perturbations to facilitate such experiments. Active
learning methods are often employed to train these models due to the cost of
the genomic experiments required to build the training set. However, poor model
initialization in active learning can result in suboptimal early selections,
wasting time and valuable resources. While typical active learning mitigates
this issue over many iterations, the limited number of experimental cycles in
genomic studies exacerbates the risk. To this end, we propose graph-based
one-shot data selection methods for training gene expression models. Unlike
active learning, one-shot data selection predefines the gene perturbations
before training, hence removing the initialization bias. The data selection is
motivated by theoretical studies of graph neural network generalization. The
criteria are defined over the input graph and are optimized with submodular
maximization. We compare them empirically to baselines and active learning
methods that are state-of-the-art on this problem. The results demonstrate that
graph-based one-shot data selection achieves comparable accuracy while
alleviating the aforementioned risks.","['George Panagopoulos', 'Johannes Lutzeyer', 'Sofiane Ennadir', 'Michalis Vazirgiannis', 'Jun Pang']",2025-03-18,"['q-bio.QM', 'cs.LG']",19 pages,http://arxiv.org/pdf/2503.14571v1
2503.14213v1,Rolling Forward: Enhancing LightGCN with Causal Graph Convolution for Credit Bond Recommendation,"Graph Neural Networks have significantly advanced research in recommender
systems over the past few years. These methods typically capture global
interests using aggregated past interactions and rely on static embeddings of
users and items over extended periods of time. While effective in some domains,
these methods fall short in many real-world scenarios, especially in finance,
where user interests and item popularity evolve rapidly over time. To address
these challenges, we introduce a novel extension to Light Graph Convolutional
Network (LightGCN) designed to learn temporal node embeddings that capture
dynamic interests. Our approach employs causal convolution to maintain a
forward-looking model architecture. By preserving the chronological order of
user-item interactions and introducing a dynamic update mechanism for
embeddings through a sliding window, the proposed model generates well-timed
and contextually relevant recommendations. Extensive experiments on a
real-world dataset from BNP Paribas demonstrate that our approach significantly
enhances the performance of LightGCN while maintaining the simplicity and
efficiency of its architecture. Our findings provide new insights into
designing graph-based recommender systems in time-sensitive applications,
particularly for financial product recommendations.","['Ashraf Ghiye', 'Baptiste Barreau', 'Laurent Carlier', 'Michalis Vazirgiannis']",2025-03-18,"['cs.IR', 'cs.LG', 'q-fin.CP']","8 pages, published in the international conference for AI in Finance
  (ACM ICAIF'24)",http://arxiv.org/pdf/2503.14213v1
